FID,Id,ORIG_FID,FID_FTroad,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Shape_Leng,level,Shape_Le_1,POINT_X,POINT_Y
1736,0,3305,2059,996647538,5113,primary,笋岗西路, ,F,60,0,F,F,0.006740422,1,0.003962811,114.0763811,22.55802293
1737,0,3305,2059,996647538,5113,primary,笋岗西路, ,F,60,0,F,F,0.006740422,1,0.003962811,114.0773547,22.55803714
1738,0,3305,2059,996647538,5113,primary,笋岗西路, ,F,60,0,F,F,0.006740422,1,0.003962811,114.0783283,22.55805135
1739,0,3305,2059,996647538,5113,primary,笋岗西路, ,F,60,0,F,F,0.006740422,1,0.003962811,114.0793019,22.55806697
1740,0,3307,2685,1155703473,5113,primary,笋岗西路, ,F,60,0,F,F,0.001537112,1,0.001320782,114.0803434,22.55808425
1741,0,3312,308,44377305,5113,primary,华富路, ,F,40,1,T,F,0.001257151,1,0.001093773,114.0805386,22.55731462
1742,0,3315,2632,1108926345,5113,primary,黄木岗隧道, ,F,0,-1,F,F,0.001855041,1,0.00185491,114.0744313,22.55814883
1743,0,3318,753,303451718,5115,tertiary,宝安南路, ,F,0,0,F,F,0.005990947,1,0.002431742,114.1040715,22.5571711
1744,0,3318,753,303451718,5115,tertiary,宝安南路, ,F,0,0,F,F,0.005990947,1,0.002431742,114.1040888,22.55619753
1745,0,3320,2776,1216685962,5113,primary,笋岗西路, ,F,0,0,F,F,0.00228111,1,0.001634668,114.0662107,22.55807177
1746,0,3327,1171,666576830,5113,primary,笋岗西路, ,F,60,0,F,F,0.005501022,1,0.00261179,114.0828355,22.55812565
1747,0,3327,1171,666576830,5113,primary,笋岗西路, ,F,60,0,F,F,0.005501022,1,0.00261179,114.0838091,22.5581418
1748,0,3328,1171,666576830,5113,primary,笋岗西路, ,F,60,0,F,F,0.005501022,1,0.002005945,114.0854469,22.55816898
1749,0,3328,1171,666576830,5113,primary,笋岗西路, ,F,60,0,F,F,0.005501022,1,0.002005945,114.0864205,22.55818513
1750,0,3330,2775,1216685961,5113,primary,笋岗西路, ,F,0,0,F,F,0.004804512,1,0.003901545,114.0712109,22.55811851
1751,0,3330,2775,1216685961,5113,primary,笋岗西路, ,F,0,0,F,F,0.004804512,1,0.003901545,114.0702372,22.55811198
1752,0,3330,2775,1216685961,5113,primary,笋岗西路, ,F,0,0,F,F,0.004804512,1,0.003901545,114.0692635,22.55810544
1753,0,3330,2775,1216685961,5113,primary,笋岗西路, ,F,0,0,F,F,0.004804512,1,0.003901545,114.0682898,22.55809892
1754,0,3332,2629,1108926342,5113,primary,黄木岗隧道, ,F,0,-1,F,T,0.009067076,1,0.001661788,114.0800551,22.55824206
1755,0,3333,2629,1108926342,5113,primary,黄木岗隧道, ,F,0,-1,F,T,0.009067076,1,0.001398559,114.0783935,22.5582145
1756,0,3334,2629,1108926342,5113,primary,黄木岗隧道, ,F,0,-1,F,T,0.009067076,1,0.002564238,114.0769952,22.55819133
1757,0,3334,2629,1108926342,5113,primary,黄木岗隧道, ,F,0,-1,F,T,0.009067076,1,0.002564238,114.0760216,22.55817519
1758,0,3341,309,44379639,5113,primary,笋岗西路, ,F,0,0,F,F,0.003016802,1,0.001262973,114.0645762,22.55804754
1759,0,3346,470,134218043,5132,trunk_link, , ,F,0,0,F,F,0.001787721,1,0.000119069,114.0087672,22.55792651
1760,0,3346,470,134218043,5132,trunk_link, , ,F,0,0,F,F,0.001787721,1,0.000119069,114.0096957,22.55821967
1761,0,3354,2631,1108926344,5113,primary,黄木岗隧道, ,F,0,-1,F,F,0.002119676,1,0.002119666,114.0856165,22.55833426
1762,0,3354,2631,1108926344,5113,primary,黄木岗隧道, ,F,0,-1,F,F,0.002119676,1,0.002119666,114.0846429,22.55831811
1763,0,3361,730,284811746,5115,tertiary,园岭中路, ,B,0,0,F,F,0.001131465,1,0.001131465,114.0946629,22.55816627
1764,0,3363,2070,996647554,5113,primary,笋岗西路, ,F,60,0,F,F,0.002143843,1,0.002143443,114.0885213,22.55837873
1765,0,3363,2070,996647554,5113,primary,笋岗西路, ,F,60,0,F,F,0.002143843,1,0.002143443,114.0875477,22.55836472
1766,0,3368,837,377729428,5113,primary,笋岗西路, ,F,60,0,F,F,0.008513606,1,0.002566256,114.0769926,22.55833632
1767,0,3368,837,377729428,5113,primary,笋岗西路, ,F,60,0,F,F,0.008513606,1,0.002566256,114.0760191,22.55831639
1768,0,3369,837,377729428,5113,primary,笋岗西路, ,F,60,0,F,F,0.008513606,1,0.002772966,114.0744274,22.55826769
1769,0,3369,837,377729428,5113,primary,笋岗西路, ,F,60,0,F,F,0.008513606,1,0.002772966,114.0734546,22.55822677
1770,0,3377,2628,1108926341,5113,primary,黄木岗隧道, ,F,0,-1,F,T,0.009069818,1,0.002989738,114.0834971,22.55829911
1771,0,3377,2628,1108926341,5113,primary,黄木岗隧道, ,F,0,-1,F,T,0.009069818,1,0.002989738,114.0825235,22.55828296
1772,0,3377,2628,1108926341,5113,primary,黄木岗隧道, ,F,0,-1,F,T,0.009069818,1,0.002989738,114.0815499,22.55826682
1773,0,3381,837,377729428,5113,primary,笋岗西路, ,F,60,0,F,F,0.008513606,1,0.002981195,114.0799733,22.5583906
1774,0,3381,837,377729428,5113,primary,笋岗西路, ,F,60,0,F,F,0.008513606,1,0.002981195,114.0789998,22.55837287
1775,0,3381,837,377729428,5113,primary,笋岗西路, ,F,60,0,F,F,0.008513606,1,0.002981195,114.0780262,22.55835519
1776,0,3393,2069,996647553,5113,primary,笋岗西路, ,F,60,0,F,F,0.008328167,1,0.002167514,114.0964762,22.55849531
1777,0,3393,2069,996647553,5113,primary,笋岗西路, ,F,60,0,F,F,0.008328167,1,0.002167514,114.0955026,22.55847835
1778,0,3394,2468,1052240246,5113,primary,香蜜湖路辅路, ,F,0,0,F,F,0.001688053,1,0.001703237,114.0153909,22.55776506
1779,0,3397,2069,996647553,5113,primary,笋岗西路, ,F,60,0,F,F,0.008328167,1,0.001283446,114.0977594,22.55851517
1780,0,3411,732,284814233,5133,primary_link, , ,F,0,0,F,F,0.000906177,1,0.000986143,114.1000467,22.55854617
1781,0,3413,2083,996657792,5115,tertiary,景田北街, ,B,40,0,F,F,0.002631357,1,0.002706434,114.0300575,22.55727425
1782,0,3413,2083,996657792,5115,tertiary,景田北街, ,B,40,0,F,F,0.002631357,1,0.002706434,114.0307465,22.55796233
1783,0,3414,819,364729976,5115,tertiary,景田西路, ,B,20,0,F,F,0.005055845,1,0.004824422,114.0319964,22.55783544
1784,0,3414,819,364729976,5115,tertiary,景田西路, ,B,20,0,F,F,0.005055845,1,0.004824422,114.0327124,22.55717558
1785,0,3414,819,364729976,5115,tertiary,景田西路, ,B,20,0,F,F,0.005055845,1,0.004824422,114.0334293,22.55651666
1786,0,3414,819,364729976,5115,tertiary,景田西路, ,B,20,0,F,F,0.005055845,1,0.004824422,114.03415,22.55586194
1787,0,3415,2071,996647555,5113,primary,笋岗西路, ,F,0,0,F,F,0.007567003,1,0.002169547,114.0928658,22.5584463
1788,0,3415,2071,996647555,5113,primary,笋岗西路, ,F,0,0,F,F,0.007567003,1,0.002169547,114.0918921,22.55843673
1789,0,3416,2500,1055022171,5113,primary,笋岗西路, ,F,60,0,F,F,0.00523407,1,0.002891282,114.0863863,22.55846867
1790,0,3416,2500,1055022171,5113,primary,笋岗西路, ,F,60,0,F,F,0.00523407,1,0.002891282,114.0854126,22.55846798
1791,0,3417,2500,1055022171,5113,primary,笋岗西路, ,F,60,0,F,F,0.00523407,1,0.002344545,114.0834951,22.55845173
1792,0,3417,2500,1055022171,5113,primary,笋岗西路, ,F,60,0,F,F,0.00523407,1,0.002344545,114.0825215,22.55843615
1793,0,3423,2071,996647555,5113,primary,笋岗西路, ,F,0,0,F,F,0.007567003,1,0.001431948,114.0943089,22.55846019
1794,0,3428,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001004979,114.0087818,22.55807402
1795,0,3429,580,229083175,5133,primary_link, , ,F,0,0,F,F,0.001230833,1,0.001265247,114.044988,22.55795873
1796,0,3431,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.001077874,114.0449552,22.5577581
1797,0,3442,541,219503251,5113,primary,笋岗东路, ,F,0,0,F,F,0.004590766,1,0.001581632,114.1006664,22.55855665
1798,0,3444,541,219503251,5113,primary,笋岗东路, ,F,0,0,F,F,0.004590766,1,0.001704819,114.1024549,22.55858038
1799,0,3453,470,134218043,5132,trunk_link, , ,F,0,0,F,F,0.001787721,1,0.003212625,114.010705,22.55863912
1800,0,3453,470,134218043,5132,trunk_link, , ,F,0,0,F,F,0.001787721,1,0.003212625,114.0115778,22.5590698
1801,0,3453,470,134218043,5132,trunk_link, , ,F,0,0,F,F,0.001787721,1,0.003212625,114.0124449,22.55951293
1802,0,3455,723,284811735,5133,primary_link, , ,F,0,0,F,F,0.001010215,1,0.001064731,114.0907978,22.55882917
1803,0,3461,414,96336942,5133,primary_link, , ,F,0,0,F,F,0.001890032,1,0.002161197,114.0148667,22.55834461
1804,0,3461,414,96336942,5133,primary_link, , ,F,0,0,F,F,0.001890032,1,0.002161197,114.0150022,22.55738043
1805,0,3462,1488,860961587,5132,trunk_link, , ,F,0,0,F,F,0.00108833,1,0.001127811,114.0673321,22.55812865
1806,0,3464,812,364718561,5114,secondary,香梅路, ,F,0,0,F,F,0.00273518,1,0.002655687,114.0268432,22.55849269
1807,0,3464,812,364718561,5114,secondary,香梅路, ,F,0,0,F,F,0.00273518,1,0.002655687,114.027617,22.55790153
1808,0,3474,1089,627687972,5133,primary_link, , ,F,0,0,F,F,0.002355078,1,0.002355078,114.0156693,22.55783692
1809,0,3474,1089,627687972,5133,primary_link, , ,F,0,0,F,F,0.002355078,1,0.002355078,114.0155296,22.55880057
1810,0,3476,475,134218049,5132,trunk_link, , ,F,0,0,F,F,0.002523705,1,0.000979384,114.0100656,22.55892802
1811,0,3478,49,25603977,5133,primary_link,莲花立交, ,F,0,0,F,F,0.002969893,1,0.003013693,114.0616872,22.55869643
1812,0,3478,49,25603977,5133,primary_link,莲花立交, ,F,0,0,F,F,0.002969893,1,0.003013693,114.0622451,22.55790201
1813,0,3478,49,25603977,5133,primary_link,莲花立交, ,F,0,0,F,F,0.002969893,1,0.003013693,114.0625552,22.55698263
1814,0,3479,411,96336937,5113,primary,北环大道辅路, ,F,0,0,F,F,0.009132138,1,0.001661866,114.0122673,22.55906864
1815,0,3479,411,96336937,5113,primary,北环大道辅路, ,F,0,0,F,F,0.009132138,1,0.001661866,114.0113763,22.55867826
1816,0,3479,411,96336937,5113,primary,北环大道辅路, ,F,0,0,F,F,0.009132138,1,0.001661866,114.0105054,22.55824266
1817,0,3481,2679,1155703462,5133,primary_link, , ,F,0,0,F,F,0.001441508,1,0.001441508,114.0812787,22.55872809
1818,0,3482,2682,1155703470,5113,primary,泥岗西路, ,F,0,0,F,F,0.002214931,1,0.001288358,114.0813302,22.55866466
1819,0,3489,340,45569111,5112,trunk,北环大道,G107,F,0,0,F,F,0.052687218,1,0.001509068,114.0101639,22.5586797
1820,0,3497,312,44380074,5133,primary_link,莲花立交, ,F,0,0,F,F,0.001632005,1,0.001711901,114.0619547,22.55967862
1821,0,3501,1215,686377687,5115,tertiary,安托山九路, ,B,0,0,F,F,0.001020063,1,0.001020064,114.009062,22.55972311
1822,0,3505,630,245744495,5133,primary_link, , ,F,0,0,F,F,0.001402764,1,0.001447334,114.0160523,22.55987552
1823,0,3508,2300,1050682021,5115,tertiary,八卦路, ,B,0,0,F,F,0.002817625,1,0.001216997,114.0946373,22.55957779
1824,0,3511,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.002290748,114.0956056,22.55983239
1825,0,3511,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.002290748,114.0965792,22.55984816
1826,0,3514,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.002379701,114.0978961,22.5598621
1827,0,3514,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.002379701,114.0988698,22.55987011
1828,0,3519,922,517912108,5133,primary_link, , ,F,0,0,F,F,0.001467583,1,0.001506621,114.0093279,22.5594561
1829,0,3520,977,545781205,5133,primary_link, , ,F,0,2,T,F,0.001851107,1,0.000998188,114.016217,22.55993185
1830,0,3523,1032,589243217,5132,trunk_link, , ,F,0,2,T,F,0.001689045,1,0.001586905,114.0179069,22.55985446
1831,0,3524,963,545681200,5132,trunk_link, , ,F,0,1,T,F,0.002142412,1,0.000774269,114.0118009,22.55965435
1832,0,3533,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001466583,114.0132851,22.55979252
1833,0,3534,2195,1037294506,5113,primary,泥岗西路, ,F,0,1,T,F,0.002291368,1,0.002102857,114.0820263,22.55932316
1834,0,3534,2195,1037294506,5113,primary,泥岗西路, ,F,0,1,T,F,0.002291368,1,0.002102857,114.0814467,22.55854069
1835,0,3541,471,134218044,5132,trunk_link, , ,F,0,0,F,F,0.002544344,1,0.002069448,114.0199761,22.5598672
1836,0,3541,471,134218044,5132,trunk_link, , ,F,0,0,F,F,0.002544344,1,0.002069448,114.0190025,22.55985187
1837,0,3546,1878,996207975,5113,primary,北环大道辅路, ,F,0,0,F,F,0.006689747,1,0.001337213,114.0133327,22.56013504
1838,0,3550,2446,1052079671,5113,primary,北环大道辅路, ,F,0,0,F,F,0.008379239,1,0.001115559,114.0223795,22.56006429
1839,0,3554,416,96336948,5132,trunk_link, , ,F,0,0,F,F,0.00180437,1,0.001426672,114.0233735,22.56021832
1840,0,3564,316,44380098,5113,primary,彩田路, ,F,0,0,F,F,0.006896996,1,0.001223256,114.06252,22.55955866
1841,0,3565,314,44380085,5133,primary_link,莲花立交, ,F,0,0,F,F,0.00263129,1,0.001971649,114.0626944,22.55955828
1842,0,3565,314,44380085,5133,primary_link,莲花立交, ,F,0,0,F,F,0.00263129,1,0.001971649,114.06251,22.56050928
1843,0,3566,1881,996207979,5113,primary,北环大道辅路, ,F,0,0,F,F,0.003077926,1,0.001365525,114.015692,22.56041658
1844,0,3567,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.002534565,114.0228438,22.56083201
1845,0,3567,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.002534565,114.0218869,22.56065835
1846,0,3567,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.002534565,114.0209207,22.56055333
1847,0,3567,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.002534565,114.0199471,22.56053878
1848,0,3567,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.002534565,114.0189735,22.56052424
1849,0,3567,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.002534565,114.0179998,22.56050969
1850,0,3567,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.002534565,114.0170273,22.56053658
1851,0,3569,1179,670627256,5113,primary,泥岗西路, ,F,0,0,F,F,0.002224603,1,0.002216331,114.0823824,22.55959849
1852,0,3569,1179,670627256,5113,primary,泥岗西路, ,F,0,0,F,F,0.002224603,1,0.002216331,114.0828749,22.56043712
1853,0,3574,313,44380080,5133,primary_link,莲花立交, ,F,0,0,F,F,0.002441205,1,0.002537163,114.0619737,22.55985946
1854,0,3574,313,44380080,5133,primary_link,莲花立交, ,F,0,0,F,F,0.002441205,1,0.002537163,114.0610381,22.55972091
1855,0,3576,2296,1050682017,5113,primary,上步北路, ,F,0,0,F,F,0.001964433,1,0.001840599,114.090272,22.55976895
1856,0,3587,527,193722093,5115,tertiary,景田北街, ,B,40,0,F,F,0.003311593,1,0.003350769,114.0319592,22.55919979
1857,0,3587,527,193722093,5115,tertiary,景田北街, ,B,40,0,F,F,0.003311593,1,0.003350769,114.032639,22.55989691
1858,0,3587,527,193722093,5115,tertiary,景田北街, ,B,40,0,F,F,0.003311593,1,0.003350769,114.0333197,22.56059315
1859,0,3588,2053,996625975,5114,secondary,景田路, ,F,40,0,F,F,0.006854323,1,0.006321598,114.0343111,22.56017342
1860,0,3588,2053,996625975,5114,secondary,景田路, ,F,40,0,F,F,0.006854323,1,0.006321598,114.0350781,22.55957354
1861,0,3588,2053,996625975,5114,secondary,景田路, ,F,40,0,F,F,0.006854323,1,0.006321598,114.035855,22.55898652
1862,0,3588,2053,996625975,5114,secondary,景田路, ,F,40,0,F,F,0.006854323,1,0.006321598,114.0366275,22.55839413
1863,0,3588,2053,996625975,5114,secondary,景田路, ,F,40,0,F,F,0.006854323,1,0.006321598,114.0372294,22.55763015
1864,0,3588,2053,996625975,5114,secondary,景田路, ,F,40,0,F,F,0.006854323,1,0.006321598,114.0378119,22.55684985
1865,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.0240057,22.56067796
1866,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.0230468,22.56050901
1867,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.0220802,22.560401
1868,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.0211091,22.56033016
1869,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.020138,22.56025933
1870,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.0191644,22.56024424
1871,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.0181908,22.56023204
1872,0,3592,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001268728,114.0172171,22.56021984
1873,0,3604,473,134218047,5132,trunk_link, , ,F,0,1,T,F,0.003483194,1,0.00164873,114.0156897,22.56069569
1874,0,3606,340,45569111,5112,trunk,北环大道,G107,F,0,0,F,F,0.052687218,1,0.000456089,114.0254355,22.56097177
1875,0,3607,913,498524800,5132,trunk_link, , ,F,0,0,F,F,0.001535194,1,0.001527165,114.0269286,22.56092509
1876,0,3616,964,545681201,5132,trunk_link, , ,F,0,0,F,F,0.002733055,1,0.002733054,114.0135772,22.56069766
1877,0,3616,964,545681201,5132,trunk_link, , ,F,0,0,F,F,0.002733055,1,0.002733054,114.0142296,22.56120762
1878,0,3617,969,545681206,5132,trunk_link, , ,F,0,0,F,F,0.002053188,1,0.001281452,114.0131333,22.56036424
1879,0,3624,1834,996188207,5113,primary,莲花路, ,F,0,0,F,F,0.003503335,1,0.001979319,114.0598024,22.56064226
1880,0,3624,1834,996188207,5113,primary,莲花路, ,F,0,0,F,F,0.003503335,1,0.001979319,114.0590955,22.5613118
1881,0,3625,966,545681203,5113,primary,北环大道辅路, ,F,0,0,F,F,0.01287502,1,0.002591339,114.0288619,22.56114091
1882,0,3625,966,545681203,5113,primary,北环大道辅路, ,F,0,0,F,F,0.01287502,1,0.002591339,114.0298238,22.56129224
1883,0,3626,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.004747426,114.0912571,22.56056155
1884,0,3626,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.004747426,114.0918364,22.55982476
1885,0,3626,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.004747426,114.0928091,22.55982659
1886,0,3626,863,393911183,5115,tertiary,八卦一路, ,F,0,0,F,F,0.009969179,1,0.004747426,114.0937827,22.55984319
1887,0,3627,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.001163514,114.0263814,22.56106644
1888,0,3628,2300,1050682021,5115,tertiary,八卦路, ,B,0,0,F,F,0.002817625,1,0.001639295,114.0946071,22.56079432
1889,0,3630,722,284811731,5115,tertiary,八卦二路, ,F,0,0,F,F,0.00474208,1,0.003799337,114.0936291,22.56146714
1890,0,3630,722,284811731,5115,tertiary,八卦二路, ,F,0,0,F,F,0.00474208,1,0.003799337,114.0926555,22.56145321
1891,0,3630,722,284811731,5115,tertiary,八卦二路, ,F,0,0,F,F,0.00474208,1,0.003799337,114.0916819,22.56143932
1892,0,3631,456,98998750,5115,tertiary,八卦九路, ,F,0,0,F,F,0.00481982,1,0.001636209,114.0968952,22.56082745
1893,0,3634,1573,881943263,5113,primary,红岭路, ,F,0,0,F,F,0.00608486,1,0.001612319,114.0992814,22.56051178
1894,0,3637,719,284811727,5115,tertiary, , ,F,0,0,F,F,0.005167002,1,0.002257098,114.1006274,22.56154579
1895,0,3637,719,284811727,5115,tertiary, , ,F,0,0,F,F,0.005167002,1,0.002257098,114.0996538,22.56153122
1896,0,3640,2328,1050747508,5115,tertiary,梨园路, ,F,0,0,F,F,0.006089871,1,0.00295262,114.1016645,22.5605457
1897,0,3640,2328,1050747508,5115,tertiary,梨园路, ,F,0,0,F,F,0.006089871,1,0.00295262,114.1016895,22.55957232
1898,0,3640,2328,1050747508,5115,tertiary,梨园路, ,F,0,0,F,F,0.006089871,1,0.00295262,114.1017227,22.55859917
1899,0,3643,2303,1050682027,5115,tertiary,八卦二路, ,F,0,0,F,F,0.004742628,1,0.002275193,114.095903,22.5614826
1900,0,3643,2303,1050682027,5115,tertiary,八卦二路, ,F,0,0,F,F,0.004742628,1,0.002275193,114.0949295,22.56146532
1901,0,3644,719,284811727,5115,tertiary, , ,F,0,0,F,F,0.005167002,1,0.002273513,114.1029827,22.56158036
1902,0,3644,719,284811727,5115,tertiary, , ,F,0,0,F,F,0.005167002,1,0.002273513,114.1020091,22.56156411
1903,0,3645,1986,996519929,5115,tertiary,宝安北路, ,F,0,0,F,F,0.006213956,1,0.002406954,114.1040289,22.5605839
1904,0,3645,1986,996519929,5115,tertiary,宝安北路, ,F,0,0,F,F,0.006213956,1,0.002406954,114.1040407,22.55961029
1905,0,3646,2303,1050682027,5115,tertiary,八卦二路, ,F,0,0,F,F,0.004742628,1,0.002316225,114.098219,22.56151377
1906,0,3646,2303,1050682027,5115,tertiary,八卦二路, ,F,0,0,F,F,0.004742628,1,0.002316225,114.0972454,22.561498
1907,0,3656,1825,996188195,5113,primary,新洲路, ,F,0,0,F,F,0.006318844,1,0.004954536,114.0415577,22.56075385
1908,0,3656,1825,996188195,5113,primary,新洲路, ,F,0,0,F,F,0.006318844,1,0.004954536,114.0420366,22.55990602
1909,0,3656,1825,996188195,5113,primary,新洲路, ,F,0,0,F,F,0.006318844,1,0.004954536,114.0425155,22.55905821
1910,0,3656,1825,996188195,5113,primary,新洲路, ,F,0,0,F,F,0.006318844,1,0.004954536,114.0429949,22.55821071
1911,0,3656,1825,996188195,5113,primary,新洲路, ,F,0,0,F,F,0.006318844,1,0.004954536,114.0434872,22.55737067
1912,0,3662,966,545681203,5113,primary,北环大道辅路, ,F,0,0,F,F,0.01287502,1,0.002385455,114.0314241,22.56152168
1913,0,3662,966,545681203,5113,primary,北环大道辅路, ,F,0,0,F,F,0.01287502,1,0.002385455,114.0323862,22.56167137
1914,0,3675,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.004693425,114.0486349,22.56085359
1915,0,3675,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.004693425,114.0478812,22.56023705
1916,0,3675,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.004693425,114.0471318,22.55961543
1917,0,3675,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.004693425,114.0463843,22.5589914
1918,0,3678,340,45569111,5112,trunk,北环大道,G107,F,0,0,F,F,0.052687218,1,0.001848911,114.0312305,22.56198553
1919,0,3679,340,45569111,5112,trunk,北环大道,G107,F,0,0,F,F,0.052687218,1,0.001171831,114.0294037,22.56170032
1920,0,3680,340,45569111,5112,trunk,北环大道,G107,F,0,0,F,F,0.052687218,1,0.001325522,114.0282479,22.56150723
1921,0,3683,960,545681196,5132,trunk_link, , ,F,0,0,F,F,0.001865738,1,0.001886597,114.0313618,22.56175608
1922,0,3684,2451,1052079689,5113,primary,北环大道辅路, ,F,0,0,F,F,0.006943145,1,0.001934478,114.0281269,22.56193863
1923,0,3685,2451,1052079689,5113,primary,北环大道辅路, ,F,0,0,F,F,0.006943145,1,0.001598979,114.0262237,22.56159196
1924,0,3686,959,545681190,5132,trunk_link, , ,F,0,0,F,F,0.001969677,1,0.001986885,114.028187,22.56173811
1925,0,3686,959,545681190,5132,trunk_link, , ,F,0,0,F,F,0.001969677,1,0.001986885,114.0272959,22.56134575
1926,0,3688,2640,1126358340,5113,primary,上步北路, ,F,0,0,F,F,0.001783144,1,0.001109541,114.0894313,22.56136883
1927,0,3694,799,364716855,5114,secondary,香梅路, ,F,0,1,T,F,0.003125618,1,0.001095712,114.0248476,22.56143035
1928,0,3699,1172,666576831,5113,primary,泥岗西路, ,F,0,0,F,F,0.002740562,1,0.002175295,114.0835336,22.56160642
1929,0,3699,1172,666576831,5113,primary,泥岗西路, ,F,0,0,F,F,0.002740562,1,0.002175295,114.0830382,22.56076814
1930,0,3704,1199,674566920,5114,secondary,莲花支路, ,B,0,0,F,F,0.002953813,1,0.002258906,114.0596891,22.56245091
1931,0,3704,1199,674566920,5114,secondary,莲花支路, ,B,0,0,F,F,0.002953813,1,0.002258906,114.0606628,22.5624641
1932,0,3707,1832,996188202,5114,secondary,莲花支路, ,B,0,0,F,F,0.001407134,1,0.001479937,114.0619479,22.56247483
1933,0,3708,328,44419746,5113,primary,彩田路, ,F,0,0,F,F,0.00800256,1,0.00183337,114.0624786,22.56150659
1934,0,3711,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.002927919,114.0566921,22.56240346
1935,0,3711,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.002927919,114.0557185,22.56238921
1936,0,3711,62,27164823,5113,primary,莲花路, ,F,0,0,F,F,0.017290358,1,0.002927919,114.0547448,22.56237788
1937,0,3712,1519,868501784,5115,tertiary,下梅林一街, ,F,0,0,F,F,0.002056795,1,0.002135409,114.0235447,22.562008
1938,0,3712,1519,868501784,5115,tertiary,下梅林一街, ,F,0,0,F,F,0.002056795,1,0.002135409,114.0237359,22.56105324
1939,0,3714,340,45569111,5112,trunk,北环大道,G107,F,0,0,F,F,0.052687218,1,0.001419914,114.0350594,22.5626175
1940,0,3714,340,45569111,5112,trunk,北环大道,G107,F,0,0,F,F,0.052687218,1,0.001419914,114.0340996,22.56245331
1941,0,3720,519,160131328,5113,primary,莲花路, ,F,0,0,F,F,0.007278165,1,0.0033471,114.0527439,22.56257083
1942,0,3720,519,160131328,5113,primary,莲花路, ,F,0,0,F,F,0.007278165,1,0.0033471,114.051773,22.56260463
1943,0,3720,519,160131328,5113,primary,莲花路, ,F,0,0,F,F,0.007278165,1,0.0033471,114.0508294,22.56237373
1944,0,3726,2451,1052079689,5113,primary,北环大道辅路, ,F,0,0,F,F,0.006943145,1,0.003409688,114.0314962,22.56245868
1945,0,3726,2451,1052079689,5113,primary,北环大道辅路, ,F,0,0,F,F,0.006943145,1,0.003409688,114.0305316,22.56232532
1946,0,3726,2451,1052079689,5113,primary,北环大道辅路, ,F,0,0,F,F,0.006943145,1,0.003409688,114.0295689,22.5621795
1947,0,3733,1825,996188195,5113,primary,新洲路, ,F,0,0,F,F,0.006318844,1,0.0012739,114.0408914,22.56194405
1948,0,3738,862,393911167,5112,trunk,北环大道,G107,F,0,0,F,F,0.056671228,1,0.000146694,114.0344479,22.56287381
1949,0,3739,966,545681203,5113,primary,北环大道辅路, ,F,0,0,F,F,0.01287502,1,0.002244771,114.0348027,22.56208787
